(3, 0)	0.326955 0.198373 0.0997587	15 8 8 8 8 15 15 8 8 8 8 8	0.531818 1.284848 1.284849 1.886736 1.899425 2.773127 3.03644 3.081389 3.385194 3.423424 3.478402 3.537412	0.0748474
(3, 17)	0.317132 0.296522 0.0881277	15 8 8 8 8 15 8 15 8 60 8 8	0.888248 1.468667 1.46867 1.46867 2.356151 2.385863 2.428515 2.890792 3.304799 3.314403 3.368856 3.381611	0.258669
(4, 15)	0.174218 0.49595 0.272833	8 8 8 15 15 8 8 8 8 8 8 15	1.8598 1.859803 1.859804 2.088729 2.385813 2.577369 2.814002 2.924392 2.93237 2.955362 3.143199 3.177625	0.649802
(4, 12)	0.235744 0.419618 0.230576	8 8 8 8 15 15 8 15 8 60 8 8	1.976843 1.976843 1.976845 1.976848 2.131181 2.244155 2.263834 2.276407 2.370442 2.768937 3.045094 3.226874	0.766844
(4, 7)	0.12429 0.415721 0.214127	8 8 8 15 15 15 8 8 8 8 8 8	1.751205 1.751212 1.751213 2.073657 2.552763 2.629105 2.676889 2.769523 2.821281 2.943975 2.953096 3.067264	0.541211
(4, 36)	0.226312 0.459451 0.229092	15 8 8 8 8 8 8 15 15 60 8 8	1.954144 2.004312 2.004314 2.004314 2.114129 2.218018 2.236417 2.371796 2.483174 2.781427 3.276666 3.446254	0.794314
(5, 15)	1.04408 0.488726 0.2806	8 8 8 15 8 8 8 15 15 8 8 8	1.854477 1.854484 1.85451 2.614098 2.621973 2.894652 2.898491 2.913959 2.944679 2.963522 3.142493 3.188205	0.64449
(5, 7)	1.03114 0.409143 0.218565	8 8 8 8 8 15 15 15 15 8 60 8	1.886137 1.886139 1.886153 2.242811 2.51228 2.602042 2.978286 3.036729 3.179739 3.245427 3.259729 3.270481	0.676143
(6, 17)	0.140193 0.107876 0.427903	15 8 8 8 8 15 8 60 8 15 8 8	1.705262 1.825306 1.825307 1.825312 1.825312 2.156181 2.942292 2.945392 3.000929 3.163091 3.174393 3.344975	0.61531
(6, 13)	-0.0147123 0.170261 0.433889	8 8 8 8 15 15 8 8 60 8 8 15	2.137769 2.137769 2.137769 2.137772 2.613983 2.637381 2.81201 2.833744 2.888549 3.352334 3.407534 3.47062	0.927771
(6, 19)	0.0124559 0.0612295 0.388573	8 8 8 60 15 8 8 15 15 8 8 8	1.974408 1.974408 1.974409 1.998547 2.707732 2.730177 2.858687 2.979401 3.049424 3.109959 3.173648 3.288316	0.764408
(6, 34)	0.0161984 0.093157 0.440939	8 8 8 8 15 60 8 8 15 8 15 8	2.257264 2.257267 2.257267 2.257268 2.634184 2.726267 2.737005 2.923708 3.031863 3.062627 3.14914 3.176962	1.04727
(7, 5)	0.968861 0.409143 0.281435	8 8 8 8 8 15 15 15 15 8 60 8	1.886137 1.886139 1.886153 2.242811 2.51228 2.602042 2.978286 3.036729 3.179739 3.245427 3.259729 3.270481	0.676143
(7, 8)	0.939002 0.296891 0.311578	8 8 8 8 15 8 60 15 15 15 8 8	1.799435 1.799446 1.799446 2.335273 2.457158 2.506537 2.634616 2.727203 2.992366 3.105328 3.168637 3.185539	0.589442
(7, 14)	0.978321 0.414474 0.340364	8 8 8 15 8 15 8 8 15 8 8 8	1.812548 1.81255 1.812552 2.27236 2.533401 2.618732 2.689166 2.959301 3.010217 3.075338 3.145875 3.356505	0.60255
(7, 4)	0.87571 0.415721 0.285873	8 8 8 15 15 15 8 8 8 8 8 8	1.751205 1.751212 1.751213 2.073657 2.552763 2.629105 2.676889 2.769523 2.821281 2.943975 2.953096 3.067264	0.541211
(8, 9)	0.944636 0.17656 0.305891	8 8 8 60 8 15 15 8 15 8 8 8	1.809435 1.809442 1.809442 1.835751 2.262693 2.432846 3.104114 3.173194 3.203243 3.240834 3.353687 3.386596	0.599439
(8, 13)	0.947039 0.20924 0.354722	8 8 8 15 60 8 8 15 15 8 8 8	1.804085 1.804088 1.804092 2.238733 2.345807 2.366366 2.849046 2.853248 3.094226 3.147288 3.188898 3.276917	0.594089
(8, 7)	0.939002 0.296891 0.311578	8 8 8 8 15 8 60 15 15 15 8 8	1.799435 1.799446 1.799446 2.335273 2.457158 2.506537 2.634616 2.727203 2.992366 3.105328 3.168637 3.185539	0.589442
(8, 10)	0.844647 0.236408 0.306602	15 8 8 8 8 60 8 15 15 8 8 8	1.637163 1.659516 1.659521 1.659524 2.222305 2.633755 2.709107 2.723005 2.807592 2.978643 3.18427 3.209873	0.44952
(9, 19)	0.969329 0.134568 0.335995	8 8 60 8 8 15 8 15 8 8 8 8	1.723255 1.723257 1.750857 2.342487 2.387342 2.542448 2.700115 2.874896 3.078216 3.44733 3.483047 3.541538	0.50186
(9, 8)	0.944636 0.17656 0.305891	8 8 8 60 8 15 15 8 15 8 8 8	1.809435 1.809442 1.809442 1.835751 2.262693 2.432846 3.104114 3.173194 3.203243 3.240834 3.353687 3.386596	0.599439
(9, 9)	1.0 0.17656 0.25	8 8 60 8 8 15 15 8 8 8 8 15	1.55795 1.55795 1.588433 2.583276 2.583276 3.016834 3.016834 3.051185 3.051185 3.180751 3.180751 3.280585	0.33943
(9, 18)	0.884049 0.10045 0.267307	8 8 60 15 8 8 8 15 8 8 15 8	1.540643 1.540646 1.571459 2.342171 2.594221 2.633783 2.725171 2.741786 2.8683 3.111103 3.164896 3.245388	0.322459
(10, 12)	0.224299 0.191209 0.222927	15 8 8 8 8 15 8 60 8 8 15 8	1.565334 1.664708 1.664713 1.664716 2.19703 2.344074 2.687077 2.804728 2.852355 3.138336 3.155856 3.175117	0.454712
(10, 8)	0.155353 0.236408 0.193398	15 8 8 8 8 60 8 15 15 8 8 8	1.637163 1.659516 1.659521 1.659524 2.222305 2.633755 2.709107 2.723005 2.807592 2.978643 3.18427 3.209873	0.44952
(10, 2)	0.225091 0.230322 0.17398	15 8 8 8 8 8 15 15 60 8 8 8	1.004138 1.541517 1.541524 1.541529 2.15121 2.589517 2.725188 2.897956 3.129557 3.159846 3.161074 3.223085	0.331524
(11, 14)	0.0340629 0.469363 0.391361	8 8 8 15 8 15 8 8 8 8 8 15	1.994326 1.994328 1.99433 2.194927 2.208589 2.441843 2.72437 2.792837 3.017284 3.176148 3.197961 3.238142	0.784328
(11, 0)	0.160422 0.427752 0.385295	15 8 8 8 8 15 8 8 8 8 8 8	1.057664 1.576912 1.576913 1.576914 2.637885 2.884455 3.052573 3.05966 3.077074 3.249636 3.362867 3.617678	0.366913
(11, 15)	0.110035 0.553463 0.343614	8 8 8 15 8 8 8 15 15 60 8 15	2.126296 2.126303 2.126303 2.148267 2.276173 2.327072 2.532122 3.13173 3.207041 3.228888 3.231118 3.341298	0.916299
(11, 29)	0.101563 0.541938 0.376032	15 8 8 8 8 8 8 15 8 8 8 15	2.051454 2.172385 2.172386 2.172387 2.172389 2.320527 2.757085 2.984717 3.002856 3.033575 3.129722 3.251494	0.962386
(12, 10)	0.286731 0.213547 0.291316	15 8 8 8 8 15 15 8 8 8 8 8	1.573647 1.704152 1.704157 1.704163 2.058488 2.394649 2.576816 2.633549 2.848956 3.011652 3.067394 3.128653	0.494157
(12, 16)	0.260782 0.0735805 0.271088	8 8 8 8 15 8 15 15 8 60 8 8	1.975846 1.975849 1.975853 2.037129 2.092932 2.244725 2.283768 2.289257 2.310843 2.723422 3.08457 3.264149	0.765849
(12, 4)	0.264256 0.0803824 0.269424	8 8 8 8 15 15 8 15 8 60 8 8	1.976843 1.976843 1.976845 1.976848 2.131181 2.244155 2.263834 2.276407 2.370442 2.768937 3.045094 3.226874	0.766844
(13, 8)	0.947039 0.20924 0.354722	8 8 8 15 60 8 8 15 15 8 8 8	1.804085 1.804088 1.804092 2.238733 2.345807 2.366366 2.849046 2.853248 3.094226 3.147288 3.188898 3.276917	0.594089
(13, 6)	0.985288 0.170261 0.433889	8 8 8 8 15 15 8 8 60 8 8 15	2.137769 2.137769 2.137769 2.137772 2.613983 2.637381 2.81201 2.833744 2.888549 3.352334 3.407534 3.47062	0.927771
(13, 14)	1.00324 0.32879 0.412059	8 8 8 15 15 8 8 15 8 15 8 8	1.794616 1.794649 1.794654 2.207361 2.710924 2.712251 2.854983 2.91806 3.05142 3.198668 3.283949 3.287356	0.584637
(13, 33)	0.985288 0.170261 0.433889	8 8 8 8 15 15 8 8 60 8 8 15	2.137767 2.137768 2.137771 2.137774 2.61398 2.637384 2.812009 2.833745 2.888548 3.352332 3.407537 3.470618	0.927771
(14, 7)	-0.0216793 0.414474 0.340364	8 8 8 15 8 15 8 8 15 8 8 8	1.812548 1.81255 1.812552 2.27236 2.533401 2.618732 2.689166 2.959301 3.010217 3.075338 3.145875 3.356505	0.60255
(14, 13)	0.00324209 0.32879 0.412059	8 8 8 15 15 8 8 15 8 15 8 8	1.794616 1.794649 1.794654 2.207361 2.710924 2.712251 2.854983 2.91806 3.05142 3.198668 3.283949 3.287356	0.584637
(14, 11)	0.0340629 0.469363 0.391361	8 8 8 15 8 15 8 8 8 8 8 15	1.994326 1.994328 1.99433 2.194927 2.208589 2.441843 2.72437 2.792837 3.017284 3.176148 3.197961 3.238142	0.784328
(14, 38)	0.0102654 0.473568 0.412225	8 8 8 15 8 8 15 8 8 8 15 15	1.985972 1.985973 1.985974 2.217269 2.269408 2.405402 2.43234 3.070163 3.080788 3.116577 3.140446 3.443954	0.775973
(15, 11)	0.110035 0.553463 0.343614	8 8 8 15 8 8 8 15 15 60 8 15	2.126296 2.126303 2.126303 2.148267 2.276173 2.327072 2.532122 3.13173 3.207041 3.228888 3.231118 3.341298	0.916299
(15, 4)	0.174218 0.49595 0.272833	8 8 8 15 15 8 8 8 8 8 8 15	1.8598 1.859803 1.859804 2.088729 2.385813 2.577369 2.814002 2.924392 2.93237 2.955362 3.143199 3.177625	0.649802
(15, 5)	0.0440775 0.488726 0.2806	8 8 8 15 8 8 8 15 15 8 8 8	1.854477 1.854484 1.85451 2.614098 2.621973 2.894652 2.898491 2.913959 2.944679 2.963522 3.142493 3.188205	0.64449
(15, 20)	0.115241 0.565598 0.330004	8 8 8 8 8 15 8 60 15 15 15 8	2.135059 2.135061 2.135062 2.185046 2.232437 2.247521 2.718642 3.108008 3.148283 3.158266 3.222071 3.363036	0.925062
(16, 18)	0.178372 0.0220366 0.272444	8 8 8 60 15 8 15 15 8 8 8 8	1.824667 1.824676 1.824678 1.850768 2.219409 2.431772 2.5641 2.631204 2.646188 2.786751 3.015498 3.418582	0.614673
(16, 12)	0.260782 0.0735805 0.271088	8 8 8 8 15 8 15 15 8 60 8 8	1.975846 1.975849 1.975853 2.037129 2.092932 2.244725 2.283768 2.289257 2.310843 2.723422 3.08457 3.264149	0.765849
(16, 17)	0.184617 0.07761 0.363675	8 8 8 15 15 60 8 8 8 8 8 8	1.539477 1.539477 1.539477 1.688552 1.722165 2.52248 2.526604 2.766019 3.017779 3.029805 3.04874 3.277176	0.329477
(16, 36)	0.242647 0.0380741 0.279776	15 8 8 8 8 8 8 15 60 15 8 8	1.91428 2.002769 2.00277 2.00277 2.002772 2.171777 2.353867 2.382132 2.497937 2.505923 3.302326 3.37795	0.79277
(17, 16)	0.184617 0.07761 0.363675	8 8 8 15 15 60 8 8 8 8 8 8	1.539477 1.539477 1.539477 1.688552 1.722165 2.52248 2.526604 2.766019 3.017779 3.029805 3.04874 3.277176	0.329477
(17, 3)	0.182868 0.203478 0.411872	15 8 8 8 8 15 8 15 8 60 8 8	0.888248 1.468667 1.46867 1.46867 2.356151 2.385863 2.428515 2.890792 3.304799 3.314403 3.368856 3.381611	0.258669
(17, 6)	0.140193 0.107876 0.427903	15 8 8 8 8 15 8 60 8 15 8 8	1.705262 1.825306 1.825307 1.825312 1.825312 2.156181 2.942292 2.945392 3.000929 3.163091 3.174393 3.344975	0.61531
(17, 32)	0.144151 0.0989462 0.438465	15 8 8 8 8 15 8 8 60 15 8 15	1.785422 1.818448 1.818451 1.818455 1.979701 2.117216 2.785519 2.888081 3.054191 3.099654 3.243084 3.327861	0.608449
(18, 9)	0.115951 0.10045 0.232693	8 8 60 15 8 8 8 15 8 8 15 8	1.540643 1.540646 1.571459 2.342171 2.594221 2.633783 2.725171 2.741786 2.8683 3.111103 3.164896 3.245388	0.322459
(18, 16)	0.178372 0.0220366 0.272444	8 8 8 60 15 8 15 15 8 8 8 8	1.824667 1.824676 1.824678 1.850768 2.219409 2.431772 2.5641 2.631204 2.646188 2.786751 3.015498 3.418582	0.614673
(18, 19)	0.104632 0.0394555 0.324057	8 8 60 15 15 8 8 8 8 8 8 8	1.522563 1.522566 1.553743 2.367561 2.376358 2.513922 2.628715 2.899226 3.093316 3.246296 3.263869 3.34487	0.30474
(18, 35)	0.179006 -0.0525706 0.258312	8 8 60 15 8 8 8 15 8 8 15 15	1.738086 1.738092 1.765466 2.238597 2.359272 2.493216 2.503596 2.769726 2.773079 3.040734 3.089218 3.253986	0.516461
(19, 18)	0.104632 0.0394555 0.324057	8 8 60 15 15 8 8 8 8 8 8 8	1.522563 1.522566 1.553743 2.367561 2.376358 2.513922 2.628715 2.899226 3.093316 3.246296 3.263869 3.34487	0.30474
(19, 6)	0.0124559 0.0612295 0.388573	8 8 8 60 15 8 8 15 15 8 8 8	1.974408 1.974408 1.974409 1.998547 2.707732 2.730177 2.858687 2.979401 3.049424 3.109959 3.173648 3.288316	0.764408
(19, 9)	-0.030671 0.134568 0.335995	8 8 60 8 8 15 8 15 8 8 8 8	1.723255 1.723257 1.750857 2.342487 2.387342 2.542448 2.700115 2.874896 3.078216 3.44733 3.483047 3.541538	0.50186
(19, 27)	-0.0157232 -0.0527866 0.38611	8 8 60 8 8 8 15 15 15 8 15 8	1.783777 1.783779 1.810454 2.358886 2.70312 2.865296 3.073535 3.081888 3.14498 3.362567 3.458299 3.476492	0.56146
(20, 21)	0.308413 0.858291 0.199097	8 8 8 15 8 15 15 8 8 8 60 60	1.916886 1.916888 1.916891 2.520557 2.589421 2.639398 2.672447 2.807817 2.817176 2.84021 2.94485 3.17673	0.706888
(20, 29)	0.385936 0.926683 0.153849	8 8 8 15 8 8 8 15 60 15 8 8	2.128092 2.128095 2.128098 2.233402 2.267822 2.325807 2.587152 3.068646 3.137464 3.153679 3.314997 3.320774	0.918095
(20, 15)	0.384759 0.934402 0.169996	8 8 8 8 8 15 8 60 15 15 15 8	2.135059 2.135061 2.135062 2.185046 2.232437 2.247521 2.718642 3.108008 3.148283 3.158266 3.222071 3.363036	0.925062
(20, 44)	0.434507 0.767177 0.204532	8 8 8 60 15 15 15 8 8 8 8 8	1.702901 1.702901 1.702909 1.758274 2.967235 3.053741 3.09716 3.205768 3.212645 3.316732 3.359286 3.399624	0.492903
(21, 24)	0.245649 0.818769 0.229246	8 8 8 8 8 15 15 60 15 8 60 8	2.033865 2.033868 2.033868 2.171701 2.217803 2.37348 2.39905 2.601918 3.068463 3.117764 3.144431 3.322149	0.823867
(21, 26)	0.219902 0.796027 0.139366	15 8 8 8 8 60 15 8 8 8 8 8	1.533407 1.684866 1.684868 1.684868 2.252031 2.829974 2.85969 3.081146 3.098281 3.251608 3.294717 3.379739	0.474868
(21, 20)	0.308413 0.858291 0.199097	8 8 8 15 8 15 15 8 8 8 60 60	1.916886 1.916888 1.916891 2.520557 2.589421 2.639398 2.672447 2.807817 2.817176 2.84021 2.94485 3.17673	0.706888
(22, 31)	0.0415097 0.856064 0.0752605	8 8 8 8 15 60 15 15 8 15 8 8	2.026465 2.026465 2.026467 2.026468 2.431405 2.441991 3.266609 3.330731 3.408912 3.419735 3.42968 3.448685	0.816467
(22, 26)	0.150637 0.810975 0.093007	15 8 8 8 8 60 15 15 8 8 8 8	1.607665 1.672813 1.672813 1.672817 2.296243 2.735799 2.921619 2.954655 2.994639 3.05631 3.115996 3.3664	0.462815
(22, 27)	0.0334313 0.875564 0.115437	8 8 8 60 8 15 8 15 15 8 8 8	1.861393 1.861393 1.861393 1.886978 2.470738 2.571137 3.190925 3.25907 3.31602 3.413916 3.494044 3.711772	0.651393
(22, 43)	0.00183054 0.756743 0.0665738	8 8 8 15 60 8 8 15 8 15 8 8	1.859145 1.859148 1.859148 2.294525 2.782025 2.782839 2.859597 3.207703 3.239496 3.251622 3.392626 3.527361	0.649146
(23, 32)	0.203677 0.996428 0.995639	15 8 8 8 8 15 8 15 8 8 15 8	1.740775 1.87101 1.871012 1.871012 1.871014 2.175207 2.394327 2.562372 2.903016 3.082173 3.160579 3.222947	0.661013
(23, 25)	0.183072 1.08927 1.00761	8 8 8 15 15 8 8 8 15 8 8 8	1.735192 1.735206 1.735231 1.79685 1.857442 2.241198 2.450092 3.007729 3.218117 3.234836 3.317425 3.564491	0.525211
(23, 30)	0.256602 0.955918 1.02185	8 8 8 15 15 8 8 15 8 15 8 8	1.740239 1.740284 1.740353 1.939302 2.047452 2.336773 2.465332 2.568034 2.729455 2.818455 3.127493 3.200074	0.530296
(23, 40)	0.251527 1.03875 0.951854	15 8 8 8 15 8 8 15 8 8 8 8	0.937146 1.498737 1.498747 1.498764 2.381955 2.419736 2.51519 2.575999 2.871221 3.03323 3.039731 3.634404	0.288751
(24, 35)	0.179794 0.854625 0.240732	8 8 8 60 15 8 15 8 8 15 8 8	1.870364 1.870364 1.870364 1.895828 2.445162 2.49312 2.617387 2.752701 3.034712 3.076197 3.234007 3.280368	0.660364
(24, 21)	0.245649 0.818769 0.229246	8 8 8 8 8 15 15 60 15 8 60 8	2.033865 2.033868 2.033868 2.171701 2.217803 2.37348 2.39905 2.601918 3.068463 3.117764 3.144431 3.322149	0.823867
(24, 36)	0.245423 0.929915 0.259411	8 8 8 15 60 8 8 8 15 8 8 15	1.892298 1.892308 1.89231 1.936984 2.422994 2.557708 2.699337 2.699573 2.710986 2.762347 2.940989 3.157524	0.682304
(25, 33)	0.168848 0.153359 0.0158711	15 8 8 8 8 15 8 8 15 8 8 8	1.662161 1.801198 1.8012 1.801202 1.801203 2.076348 2.881254 3.122266 3.286046 3.381985 3.450399 3.464556	0.591202
(25, 1)	0.219375 0.175633 0.0584372	15 8 8 8 15 8 8 15 8 8 8 8	0.896354 1.473579 1.473585 1.473586 2.340157 2.355258 2.453917 2.978792 3.097561 3.545172 3.588272 3.59312	0.263583
(25, 23)	0.183072 0.0892693 0.00760844	8 8 8 15 15 8 8 8 15 8 8 8	1.735192 1.735206 1.735231 1.79685 1.857442 2.241198 2.450092 3.007729 3.218117 3.234836 3.317425 3.564491	0.525211
(25, 28)	0.194771 0.237714 -0.0116579	8 8 8 15 15 8 8 15 8 8 8 8	1.642059 1.64206 1.642063 1.835142 1.88844 2.424544 2.883243 2.896548 3.019575 3.06732 3.084042 3.178824	0.432061
(26, 28)	0.221169 0.804322 0.0880977	15 8 8 8 8 8 15 15 8 8 60 15	1.515889 1.743955 1.743957 1.743958 2.029587 2.610283 2.752531 2.792071 3.026118 3.089508 3.224777 3.313767	0.533957
(26, 21)	0.219902 0.796027 0.139366	15 8 8 8 8 60 15 8 8 8 8 8	1.533407 1.684866 1.684868 1.684868 2.252031 2.829974 2.85969 3.081146 3.098281 3.251608 3.294717 3.379739	0.474868
(26, 22)	0.150637 0.810975 0.093007	15 8 8 8 8 60 15 15 8 8 8 8	1.607665 1.672813 1.672813 1.672817 2.296243 2.735799 2.921619 2.954655 2.994639 3.05631 3.115996 3.3664	0.462815
(26, 42)	0.203024 0.760021 0.10096	15 8 8 8 8 8 15 8 60 15 8 8	1.179271 1.660923 1.660927 1.660931 1.960794 2.763446 2.857127 2.900828 3.111028 3.119456 3.421453 3.611761	0.450926
(27, 22)	0.0334313 0.875564 0.115437	8 8 8 60 8 15 8 15 15 8 8 8	1.861393 1.861393 1.861393 1.886978 2.470738 2.571137 3.190925 3.25907 3.31602 3.413916 3.494044 3.711772	0.651393
(27, 35)	0.106107 0.865167 0.177652	8 8 60 15 8 8 8 8 15 8 8 15	1.506708 1.506708 1.538199 2.349186 2.686212 2.731666 2.848918 2.949173 2.972377 3.138421 3.287825 3.520633	0.289202
(27, 19)	0.0157232 0.947213 0.11389	8 8 60 8 8 8 15 15 15 8 15 8	1.783777 1.783779 1.810454 2.358886 2.70312 2.865296 3.073535 3.081888 3.14498 3.362567 3.458299 3.476492	0.56146
(27, 44)	-0.0238292 0.793917 0.168039	8 8 60 8 8 15 15 8 8 8 8 8	1.527257 1.527259 1.558341 2.393407 2.676664 2.750324 2.987405 3.011917 3.357144 3.37318 3.477999 3.690561	0.309339
(28, 30)	0.280722 0.857333 0.0500184	8 8 8 8 15 8 15 15 15 8 8 8	1.910175 1.910178 1.910178 2.020699 2.140822 2.329158 2.486717 2.48829 2.598454 2.884281 3.218651 3.369029	0.700177
(28, 26)	0.221169 0.804322 0.0880977	15 8 8 8 8 8 15 15 8 8 60 15	1.515889 1.743955 1.743957 1.743958 2.029587 2.610283 2.752531 2.792071 3.026118 3.089508 3.224777 3.313767	0.533957
(28, 32)	0.225052 0.89134 0.0241841	8 8 8 15 8 15 15 15 8 8 8 8	1.809073 1.809074 1.809077 2.268282 2.28904 2.303563 2.34775 2.457251 2.485651 2.649529 2.932233 3.128435	0.599075
(28, 25)	0.305229 0.737714 0.0116579	8 8 8 15 15 8 8 15 8 8 8 8	1.642059 1.64206 1.642063 1.835142 1.88844 2.424544 2.883243 2.896548 3.019575 3.06732 3.084042 3.178824	0.432061
(29, 11)	0.398437 0.958062 0.123968	15 8 8 8 8 8 8 15 8 8 8 15	2.051454 2.172385 2.172386 2.172387 2.172389 2.320527 2.757085 2.984717 3.002856 3.033575 3.129722 3.251494	0.962386
(29, 20)	0.385936 0.926683 0.153849	8 8 8 15 8 8 8 15 60 15 8 8	2.128092 2.128095 2.128098 2.233402 2.267822 2.325807 2.587152 3.068646 3.137464 3.153679 3.314997 3.320774	0.918095
(29, 30)	0.340569 0.902806 0.0666588	8 8 8 8 15 15 15 8 8 8 15 8	1.997779 1.997782 1.997783 2.103416 2.212855 2.613717 2.6323 2.702222 2.88923 2.898504 3.000154 3.219915	0.787782
(29, 43)	0.417258 0.917161 0.0879671	8 8 8 15 8 8 8 8 15 8 15 15	2.138688 2.138688 2.138691 2.405216 2.505829 2.56172 2.655028 2.661873 2.768459 2.966892 3.007297 3.144798	0.928689
(30, 23)	0.256602 0.955918 0.021855	8 8 8 15 15 8 8 15 8 15 8 8	1.740239 1.740284 1.740353 1.939302 2.047452 2.336773 2.465332 2.568034 2.729455 2.818455 3.127493 3.200074	0.530296
(30, 29)	0.340569 0.902806 0.0666588	8 8 8 8 15 15 15 8 8 8 15 8	1.997779 1.997782 1.997783 2.103416 2.212855 2.613717 2.6323 2.702222 2.88923 2.898504 3.000154 3.219915	0.787782
(30, 28)	0.280722 0.857333 0.0500184	8 8 8 8 15 8 15 15 15 8 8 8	1.910175 1.910178 1.910178 2.020699 2.140822 2.329158 2.486717 2.48829 2.598454 2.884281 3.218651 3.369029	0.700177
(30, 41)	0.347072 0.896324 0.0584153	8 8 8 8 15 15 15 8 8 15 8 8	1.99674 1.99674 1.996741 2.118002 2.304535 2.555948 2.65123 2.683066 2.895468 2.918369 2.979071 3.121324	0.78674
(31, 34)	0.0106683 1.00162 0.00817938	8 8 8 8 8 8 8 60 15 8 15 8	2.404175 2.404175 2.404176 2.706489 2.738268 2.822966 3.205203 3.22645 3.229903 3.232674 3.276862 3.304722	1.19418
(31, 32)	0.161648 0.946845 -0.00747214	8 8 8 8 15 15 8 15 8 15 8 8	1.989065 1.989067 1.989069 2.012071 2.118179 2.331993 2.412737 2.586438 2.772654 2.894598 3.227065 3.268986	0.779067
(31, 22)	0.0415097 0.856064 0.0752605	8 8 8 8 15 60 15 15 8 15 8 8	2.026465 2.026465 2.026467 2.026468 2.431405 2.441991 3.266609 3.330731 3.408912 3.419735 3.42968 3.448685	0.816467
(32, 28)	0.225052 0.89134 1.02418	8 8 8 15 8 15 15 15 8 8 8 8	1.809073 1.809074 1.809077 2.268282 2.28904 2.303563 2.34775 2.457251 2.485651 2.649529 2.932233 3.128435	0.599075
(32, 31)	0.161648 0.946845 0.992528	8 8 8 8 15 15 8 15 8 15 8 8	1.989065 1.989067 1.989069 2.012071 2.118179 2.331993 2.412737 2.586438 2.772654 2.894598 3.227065 3.268986	0.779067
(32, 23)	0.203677 0.996428 0.995639	15 8 8 8 8 15 8 15 8 8 15 8	1.740775 1.87101 1.871012 1.871012 1.871014 2.175207 2.394327 2.562372 2.903016 3.082173 3.160579 3.222947	0.661013
(32, 17)	0.144151 0.901054 0.938465	15 8 8 8 8 15 8 8 60 15 8 15	1.785422 1.818448 1.818451 1.818455 1.979701 2.117216 2.785519 2.888081 3.054191 3.099654 3.243084 3.327861	0.608449
