0	3	-0.16144879162311554 0.17949575185775757 -0.11418360471725464 0.13650959730148315 0.10647717863321304 0.047109439969062805 0.0651044175028801 -0.06909891963005066 -0.21058084070682526 -0.03003542125225067 0.1224609911441803 -0.38867852091789246 0.13705861568450928 -0.3570757210254669 0.2996777892112732 0.30634957551956177
1	3	-0.16144879162311554 0.17949575185775757 -0.11418360471725464 0.13650959730148315 0.10647717863321304 0.047109439969062805 0.0651044175028801 -0.06909891963005066 -0.21058084070682526 -0.03003542125225067 0.1224609911441803 -0.38867852091789246 0.13705861568450928 -0.3570757210254669 0.2996777892112732 0.30634957551956177
2	3	-0.16144879162311554 0.17949575185775757 -0.11418360471725464 0.13650959730148315 0.10647717863321304 0.047109439969062805 0.0651044175028801 -0.06909891963005066 -0.21058084070682526 -0.03003542125225067 0.1224609911441803 -0.38867852091789246 0.13705861568450928 -0.3570757210254669 0.2996777892112732 0.30634957551956177
3	3	-0.16144879162311554 0.17949575185775757 -0.11418360471725464 0.13650959730148315 0.10647717863321304 0.047109439969062805 0.0651044175028801 -0.06909891963005066 -0.21058084070682526 -0.03003542125225067 0.1224609911441803 -0.38867852091789246 0.13705861568450928 -0.3570757210254669 0.2996777892112732 0.30634957551956177
4	60	-0.2402292639017105 -0.31795191764831543 -0.4156273603439331 0.2401248812675476 0.1514681875705719 0.5745352506637573 0.051685210317373276 0.20875123143196106 0.26401981711387634 0.12398310005664825 -0.02815740369260311 -0.5307101607322693 -0.32271772623062134 0.5304944515228271 0.046533457934856415 0.3122708201408386
5	60	-0.2402292639017105 -0.31795191764831543 -0.4156273603439331 0.2401248812675476 0.1514681875705719 0.5745352506637573 0.051685210317373276 0.20875123143196106 0.26401981711387634 0.12398310005664825 -0.02815740369260311 -0.5307101607322693 -0.32271772623062134 0.5304944515228271 0.046533457934856415 0.3122708201408386
6	60	-0.2402292639017105 -0.31795191764831543 -0.4156273603439331 0.2401248812675476 0.1514681875705719 0.5745352506637573 0.051685210317373276 0.20875123143196106 0.26401981711387634 0.12398310005664825 -0.02815740369260311 -0.5307101607322693 -0.32271772623062134 0.5304944515228271 0.046533457934856415 0.3122708201408386
7	60	-0.2402292639017105 -0.31795191764831543 -0.4156273603439331 0.2401248812675476 0.1514681875705719 0.5745352506637573 0.051685210317373276 0.20875123143196106 0.26401981711387634 0.12398310005664825 -0.02815740369260311 -0.5307101607322693 -0.32271772623062134 0.5304944515228271 0.046533457934856415 0.3122708201408386
8	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
9	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
10	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
11	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
12	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
13	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
14	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
15	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
16	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
