0	11	-0.309443861246109 0.36654171347618103 -0.04799305275082588 0.43022072315216064 0.12222272902727127 0.06901523470878601 -0.03019126132130623 0.007438918109983206 -0.08592061698436737 -0.171345517039299 0.04996147006750107 -0.19809992611408234 -0.0033023925498127937 -0.0697697103023529 0.29552462697029114 0.07168634235858917
1	11	-0.309443861246109 0.36654171347618103 -0.04799305275082588 0.43022072315216064 0.12222272902727127 0.06901523470878601 -0.03019126132130623 0.007438918109983206 -0.08592061698436737 -0.171345517039299 0.04996147006750107 -0.19809992611408234 -0.0033023925498127937 -0.0697697103023529 0.29552462697029114 0.07168634235858917
2	11	-0.309443861246109 0.36654171347618103 -0.04799305275082588 0.43022072315216064 0.12222272902727127 0.06901523470878601 -0.03019126132130623 0.007438918109983206 -0.08592061698436737 -0.171345517039299 0.04996147006750107 -0.19809992611408234 -0.0033023925498127937 -0.0697697103023529 0.29552462697029114 0.07168634235858917
3	11	-0.309443861246109 0.36654171347618103 -0.04799305275082588 0.43022072315216064 0.12222272902727127 0.06901523470878601 -0.03019126132130623 0.007438918109983206 -0.08592061698436737 -0.171345517039299 0.04996147006750107 -0.19809992611408234 -0.0033023925498127937 -0.0697697103023529 0.29552462697029114 0.07168634235858917
4	17	-0.05862974002957344 -0.36547282338142395 -0.022960282862186432 0.07967805117368698 0.37544363737106323 -0.08728043735027313 -0.18559104204177856 -0.3272544741630554 0.023106658831238747 -0.22926203906536102 -0.15320037305355072 -0.2243414968252182 -0.031518131494522095 0.27818217873573303 0.171787291765213 0.14802509546279907
5	17	-0.05862974002957344 -0.36547282338142395 -0.022960282862186432 0.07967805117368698 0.37544363737106323 -0.08728043735027313 -0.18559104204177856 -0.3272544741630554 0.023106658831238747 -0.22926203906536102 -0.15320037305355072 -0.2243414968252182 -0.031518131494522095 0.27818217873573303 0.171787291765213 0.14802509546279907
6	17	-0.05862974002957344 -0.36547282338142395 -0.022960282862186432 0.07967805117368698 0.37544363737106323 -0.08728043735027313 -0.18559104204177856 -0.3272544741630554 0.023106658831238747 -0.22926203906536102 -0.15320037305355072 -0.2243414968252182 -0.031518131494522095 0.27818217873573303 0.171787291765213 0.14802509546279907
7	17	-0.05862974002957344 -0.36547282338142395 -0.022960282862186432 0.07967805117368698 0.37544363737106323 -0.08728043735027313 -0.18559104204177856 -0.3272544741630554 0.023106658831238747 -0.22926203906536102 -0.15320037305355072 -0.2243414968252182 -0.031518131494522095 0.27818217873573303 0.171787291765213 0.14802509546279907
8	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
9	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
10	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
11	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
12	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
13	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
14	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
15	8	-0.11397165060043335 -0.18867267668247223 0.10899779945611954 0.21454814076423645 0.37114417552948 -0.10302847623825073 -0.404307097196579 -0.5028001666069031 0.31322452425956726 -0.4655468165874481 -0.3694535791873932 -0.1037021055817604 -0.04288783669471741 0.08755665272474289 0.19286653399467468 0.03890151530504227
