0	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
1	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
2	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
3	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
4	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
5	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
6	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
7	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
8	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
9	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
10	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
11	19	-0.2072271704673767 0.30493053793907166 0.0089256027713418 0.45131129026412964 0.0883537158370018 0.10859806835651398 -0.207689106464386 -0.04424729570746422 0.2263408601284027 -0.12042119354009628 -0.15400739014148712 -0.05741509050130844 -0.15842877328395844 -0.06234937906265259 0.246111199259758 0.018383096903562546
12	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
13	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
14	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
15	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
16	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
17	15	0.1744430512189865 -0.3804178237915039 0.24252237379550934 0.06628219783306122 -0.14811836183071136 -0.03212587907910347 -0.2193804383277893 0.04258182272315025 0.3417815566062927 0.011655949987471104 -0.08777028322219849 0.37876006960868835 -0.20242290198802948 0.15836982429027557 0.053793732076883316 -0.1362171322107315
