material_id,original_value,prediction
icsd_14,1.2376460212065068,0.09259645
icsd_200,2.433869565139343,0.3862973
icsd_76,2.494048645620565,0.39690492
icsd_22,1.6374095159439375,0.21415731
icsd_222,1.2376460212065068,0.09259645
