material_id,original_value,prediction
icsd_22,0.5623413251903491,-0.25
icsd_200,0.6309573444801932,-0.2
icsd_222,0.5011872336272722,-0.3
icsd_76,33.11311214825911,1.52
icsd_14,0.5011872336272722,-0.3
