material_id,original_value,prediction
icsd_14,1.9227206028631088,0.28391618
icsd_200,1.5975177783316625,0.2034457
icsd_76,1.3274642227761466,0.123022825
icsd_22,1.1858297590374796,0.074022345
icsd_222,1.9227206028631088,0.28391618
